'大学ｺｰﾄﾞ,'学部ｺｰﾄﾞ,'学科ｺｰﾄﾞ,'日程ｺｰﾄﾞ,'方式ｺｰﾄﾞ,'小分類CD,'大学名,'学部名,'学科名,'日程,'入試方式,'小分類名,'募集単位,'県CD
'1065,'30,'15,'0,'0,'301,'岩手大　　　　,'教育　　,'学校／小学校,'　,'　　　,'小学校　　,'1,'03
'1065,'30,'27,'0,'0,'313,'岩手大　　　　,'教育　　,'学校／特別支,'　,'　　　,'特別支援教,'1,'03
'1065,'30,'40,'0,'0,'302,'岩手大　　　　,'教育　　,'学校／国語　,'　,'　　　,'中高－国語,'1,'03
'1065,'30,'41,'0,'0,'305,'岩手大　　　　,'教育　　,'学校／社会　,'　,'　　　,'中高－社会,'1,'03
'1065,'30,'44,'0,'0,'304,'岩手大　　　　,'教育　　,'学校／英語　,'　,'　　　,'中高－英語,'1,'03
'1065,'30,'45,'0,'0,'309,'岩手大　　　　,'教育　　,'学校／音楽　,'　,'　　　,'中高－音楽,'1,'03
'1065,'30,'46,'0,'0,'310,'岩手大　　　　,'教育　　,'学校／美術　,'　,'　　　,'中高－美術,'1,'03
'1065,'30,'47,'0,'0,'311,'岩手大　　　　,'教育　　,'学校／保健体,'　,'　　　,'中高－体育,'1,'03
'1065,'30,'48,'0,'0,'301,'岩手大　　　　,'教育　　,'学校／数学　,'　,'　　　,'小学校　　,'1,'03
'1065,'30,'49,'0,'0,'301,'岩手大　　　　,'教育　　,'学校／理科　,'　,'　　　,'小学校　　,'1,'03
'1065,'47,'00,'0,'0,'455,'岩手大　　　　,'理工　　,'　　　　　　,'　,'　　　,'映像　　　,'0,'03
'1065,'47,'12,'0,'0,'503,'岩手大　　　　,'理工　　,'理工／化学　,'　,'　　　,'化学　　　,'1,'03
'1065,'47,'13,'0,'0,'502,'岩手大　　　　,'理工　　,'理工／数理物,'　,'　　　,'物理学　　,'1,'03
'1065,'47,'14,'0,'0,'558,'岩手大　　　　,'理工　　,'理工／材料科,'　,'　　　,'金属・材料,'1,'03
'1065,'47,'15,'0,'0,'455,'岩手大　　　　,'理工　　,'理工／情報系,'　,'　　　,'映像　　　,'1,'03
'1065,'47,'16,'0,'0,'552,'岩手大　　　　,'理工　　,'理工／電気電,'　,'　　　,'電気・電子,'1,'03
'1065,'47,'17,'0,'0,'551,'岩手大　　　　,'理工　　,'理工／機械知,'　,'　　　,'機械工学　,'1,'03
'1065,'47,'18,'0,'0,'554,'岩手大　　　　,'理工　　,'理工／社会基,'　,'　　　,'建築・土木,'1,'03
'1065,'47,'19,'0,'0,'455,'岩手大　　　　,'理工　　,'理工／データ,'　,'　　　,'映像　　　,'1,'03
'1065,'72,'00,'0,'0,'504,'岩手大　　　　,'農　　　,'　　　　　　,'　,'　　　,'生物学　　,'0,'03
'1065,'72,'19,'0,'0,'701,'岩手大　　　　,'農　　　,'食料／農学　,'　,'　　　,'農学　　　,'1,'03
'1065,'72,'20,'0,'0,'703,'岩手大　　　　,'農　　　,'食料／食品健,'　,'　　　,'農芸化学　,'1,'03
'1065,'72,'21,'0,'0,'504,'岩手大　　　　,'農　　　,'生命／機能学,'　,'　　　,'生物学　　,'1,'03
'1065,'72,'22,'0,'0,'564,'岩手大　　　　,'農　　　,'生命／医科学,'　,'　　　,'生物工学　,'1,'03
'1065,'72,'23,'0,'0,'704,'岩手大　　　　,'農　　　,'地域／革新農,'　,'　　　,'農業工学・,'1,'03
'1065,'72,'24,'0,'0,'702,'岩手大　　　　,'農　　　,'地域／森林科,'　,'　　　,'森林科学　,'1,'03
'1065,'72,'25,'0,'0,'709,'岩手大　　　　,'農　　　,'動物／動物科,'　,'　　　,'畜産学　　,'1,'03
'1065,'72,'26,'0,'0,'708,'岩手大　　　　,'農　　　,'動物／水産シ,'　,'　　　,'水産学　　,'1,'03
'1065,'74,'00,'0,'0,'705,'岩手大　　　　,'獣医　　,'　　　　　　,'　,'　　　,'獣医学　　,'0,'03
'1065,'74,'01,'0,'0,'705,'岩手大　　　　,'獣医　　,'共同獣医　　,'　,'　　　,'獣医学　　,'1,'03
'1070,'01,'00,'0,'0,'101,'東北大　　　　,'文　　　,'　　　　　　,'　,'　　　,'日本文学　,'0,'04
'1070,'01,'06,'0,'0,'101,'東北大　　　　,'文　　　,'人文社会　　,'　,'　　　,'日本文学　,'1,'04
'1070,'12,'00,'0,'0,'201,'東北大　　　　,'法　　　,'　　　　　　,'　,'　　　,'法学　　　,'0,'04
'1070,'12,'01,'0,'0,'201,'東北大　　　　,'法　　　,'法　　　　　,'　,'　　　,'法学　　　,'1,'04
'1070,'18,'00,'0,'0,'221,'東北大　　　　,'経済　　,'　　　　　　,'　,'　　　,'経済学　　,'1,'04
'1070,'30,'00,'0,'0,'105,'東北大　　　　,'教育　　,'　　　　　　,'　,'　　　,'心理学　　,'0,'04
'1070,'30,'03,'0,'0,'105,'東北大　　　　,'教育　　,'教育科学　　,'　,'　　　,'心理学　　,'1,'04
'1070,'42,'00,'0,'0,'505,'東北大　　　　,'理　　　,'　　　　　　,'　,'　　　,'地球科学　,'0,'04
'1070,'42,'03,'0,'0,'503,'東北大　　　　,'理　　　,'化学系　　　,'　,'　　　,'化学　　　,'1,'04
'1070,'42,'05,'0,'0,'501,'東北大　　　　,'理　　　,'数学系　　　,'　,'　　　,'数学　　　,'1,'04
'1070,'42,'07,'0,'0,'504,'東北大　　　　,'理　　　,'生物系　　　,'　,'　　　,'生物学　　,'1,'04
'1070,'42,'08,'0,'0,'505,'東北大　　　　,'理　　　,'地球科学系　,'　,'　　　,'地球科学　,'1,'04
'1070,'42,'12,'0,'0,'502,'東北大　　　　,'理　　　,'物理系　　　,'　,'　　　,'物理学　　,'1,'04
'1070,'46,'00,'0,'0,'551,'東北大　　　　,'工　　　,'　　　　　　,'　,'　　　,'機械工学　,'0,'04
'1070,'46,'18,'0,'0,'551,'東北大　　　　,'工　　　,'機械知能・航,'　,'　　　,'機械工学　,'1,'04
'1070,'46,'19,'0,'0,'552,'東北大　　　　,'工　　　,'電気情報物理,'　,'　　　,'電気・電子,'1,'04
'1070,'46,'20,'0,'0,'555,'東北大　　　　,'工　　　,'化学・バイオ,'　,'　　　,'応用化学　,'1,'04
'1070,'46,'21,'0,'0,'558,'東北大　　　　,'工　　　,'材料科学総合,'　,'　　　,'金属・材料,'1,'04
'1070,'46,'22,'0,'0,'554,'東北大　　　　,'工　　　,'建築・社会環,'　,'　　　,'建築・土木,'1,'04
'1070,'55,'00,'0,'0,'601,'東北大　　　　,'医　　　,'　　　　　　,'　,'　　　,'医　　　　,'0,'04
'1070,'55,'01,'0,'0,'601,'東北大　　　　,'医　　　,'医　　　　　,'　,'　　　,'医　　　　,'1,'04
'1070,'55,'03,'0,'0,'651,'東北大　　　　,'医　　　,'保健／看護学,'　,'　　　,'看護　　　,'1,'04
'1070,'55,'04,'0,'0,'657,'東北大　　　　,'医　　　,'保健／放射線,'　,'　　　,'放射線技術,'1,'04
'1070,'55,'05,'0,'0,'658,'東北大　　　　,'医　　　,'保健／検査技,'　,'　　　,'検査技術　,'1,'04
'1070,'58,'00,'0,'0,'611,'東北大　　　　,'歯　　　,'　　　　　　,'　,'　　　,'歯　　　　,'0,'04
'1070,'58,'01,'0,'0,'611,'東北大　　　　,'歯　　　,'歯　　　　　,'　,'　　　,'歯　　　　,'1,'04
'1070,'61,'00,'0,'0,'621,'東北大　　　　,'薬　　　,'　　　　　　,'　,'　　　,'薬　　　　,'1,'04
'1070,'72,'00,'0,'0,'701,'東北大　　　　,'農　　　,'　　　　　　,'　,'　　　,'農学　　　,'1,'04
'1075,'30,'00,'0,'0,'105,'宮城教育大　　,'教育　　,'　　　　　　,'　,'　　　,'心理学　　,'0,'04
'1075,'30,'78,'0,'0,'105,'宮城教育大　　,'教育　　,'学校／初等教,'　,'　　　,'心理学　　,'1,'04
'1075,'30,'79,'0,'0,'302,'宮城教育大　　,'教育　　,'学校／国語　,'　,'　　　,'中高－国語,'1,'04
'1075,'30,'80,'0,'0,'305,'宮城教育大　　,'教育　　,'学校／社会　,'　,'　　　,'中高－社会,'1,'04
'1075,'30,'81,'0,'0,'304,'宮城教育大　　,'教育　　,'学校／英語　,'　,'　　　,'中高－英語,'1,'04
'1075,'30,'82,'0,'0,'303,'宮城教育大　　,'教育　　,'学校／数学　,'　,'　　　,'中高－数学,'1,'04
'1075,'30,'83,'0,'0,'306,'宮城教育大　　,'教育　　,'学校／理科　,'　,'　　　,'中高－理科,'1,'04
'1075,'30,'89,'0,'0,'313,'宮城教育大　　,'教育　　,'学校／特別支,'　,'　　　,'特別支援教,'1,'04
'1080,'31,'00,'0,'0,'301,'秋田大　　　　,'教育文化,'　　　　　　,'　,'　　　,'小学校　　,'0,'05
'1080,'31,'10,'0,'0,'301,'秋田大　　　　,'教育文化,'学校／特別支,'　,'　　　,'小学校　　,'1,'05
'1080,'31,'11,'0,'0,'301,'秋田大　　　　,'教育文化,'学校／こども,'　,'　　　,'小学校　　,'1,'05
'1080,'31,'12,'0,'0,'105,'秋田大　　　　,'教育文化,'地域文化　　,'　,'　　　,'心理学　　,'1,'05
'1080,'31,'13,'0,'0,'301,'秋田大　　　　,'教育文化,'学校／初等中,'　,'　　　,'小学校　　,'1,'05
'1080,'37,'00,'0,'0,'261,'秋田大　　　　,'国際資源,'　　　　　　,'　,'　　　,'国際関係学,'0,'05
'1080,'37,'02,'0,'0,'261,'秋田大　　　　,'国際資源,'国際／資源政,'　,'　　　,'国際関係学,'1,'05
'1080,'37,'03,'0,'0,'505,'秋田大　　　　,'国際資源,'国際／資源地,'　,'　　　,'地球科学　,'1,'05
'1080,'37,'04,'0,'0,'557,'秋田大　　　　,'国際資源,'国際／資源開,'　,'　　　,'鉱物・資源,'1,'05
'1080,'39,'00,'0,'0,'752,'秋田大　　　　,'情報デー,'　　　　　　,'　,'　　　,'総合情報学,'0,'05
'1080,'39,'01,'0,'0,'752,'秋田大　　　　,'情報デー,'情報データ科,'　,'　　　,'総合情報学,'1,'05
'1080,'48,'00,'0,'0,'552,'秋田大　　　　,'総合環境,'　　　　　　,'　,'　　　,'電気・電子,'0,'05
'1080,'48,'01,'0,'0,'555,'秋田大　　　　,'総合環境,'応用化学生物,'　,'　　　,'応用化学　,'1,'05
'1080,'48,'02,'0,'0,'501,'秋田大　　　　,'総合環境,'環境数物科学,'　,'　　　,'数学　　　,'1,'05
'1080,'48,'03,'0,'0,'551,'秋田大　　　　,'総合環境,'社会シス工　,'　,'　　　,'機械工学　,'1,'05
'1080,'55,'00,'0,'0,'601,'秋田大　　　　,'医　　　,'　　　　　　,'　,'　　　,'医　　　　,'0,'05
'1080,'55,'01,'0,'0,'601,'秋田大　　　　,'医　　　,'医　　　　　,'　,'　　　,'医　　　　,'1,'05
'1080,'55,'03,'0,'0,'651,'秋田大　　　　,'医　　　,'保健／看護学,'　,'　　　,'看護　　　,'1,'05
'1080,'55,'04,'0,'0,'655,'秋田大　　　　,'医　　　,'保健／理学療,'　,'　　　,'理学療法　,'1,'05
'1080,'55,'05,'0,'0,'656,'秋田大　　　　,'医　　　,'保健／作業療,'　,'　　　,'作業療法　,'1,'05
'1085,'27,'00,'0,'0,'151,'山形大　　　　,'人文社会,'　　　　　　,'　,'　　　,'英米語　　,'0,'06
'1085,'27,'01,'0,'0,'751,'山形大　　　　,'人文社会,'人文／人間文,'　,'　　　,'人間科学　,'1,'06
'1085,'27,'02,'0,'0,'151,'山形大　　　　,'人文社会,'人文／グロー,'　,'　　　,'英米語　　,'1,'06
'1085,'27,'03,'0,'0,'201,'山形大　　　　,'人文社会,'人文／法政経,'　,'　　　,'法学　　　,'1,'06
'1085,'30,'00,'0,'0,'105,'山形大　　　　,'教育　　,'　　　　　　,'　,'　　　,'心理学　　,'0,'06
'1085,'30,'39,'0,'0,'301,'山形大　　　　,'教育　　,'学校／小学校,'　,'　　　,'小学校　　,'1,'06
'1085,'30,'40,'0,'0,'302,'山形大　　　　,'教育　　,'学校／中学校,'　,'　　　,'中高－国語,'1,'06
'1085,'30,'41,'0,'0,'303,'山形大　　　　,'教育　　,'学校／理数系,'　,'　　　,'中高－数学,'1,'06
'1085,'30,'42,'0,'0,'105,'山形大　　　　,'教育　　,'学校／心理支,'　,'　　　,'心理学　　,'1,'06
'1085,'42,'00,'0,'0,'501,'山形大　　　　,'理　　　,'　　　　　　,'　,'　　　,'数学　　　,'0,'06
'1085,'42,'06,'0,'0,'501,'山形大　　　　,'理　　　,'理　　　　　,'　,'　　　,'数学　　　,'1,'06
'1085,'46,'00,'0,'0,'555,'山形大　　　　,'工　　　,'　　　　　　,'　,'　　　,'応用化学　,'0,'06
'1085,'46,'01,'0,'0,'551,'山形大　　　　,'工　　　,'機械シス工　,'　,'　　　,'機械工学　,'1,'06
'1085,'46,'10,'0,'0,'552,'山形大　　　　,'工　　　,'高分子・有機,'　,'　　　,'電気・電子,'1,'06
'1085,'46,'13,'0,'0,'554,'山形大　　　　,'工　　　,'建築・デザイ,'　,'　　　,'建築・土木,'1,'06
'1085,'46,'14,'0,'0,'555,'山形大　　　　,'工　　　,'化学／応用化,'　,'　　　,'応用化学　,'1,'06
'1085,'46,'15,'0,'0,'555,'山形大　　　　,'工　　　,'化学／バイオ,'　,'　　　,'応用化学　,'1,'06
'1085,'46,'16,'0,'0,'553,'山形大　　　　,'工　　　,'情報／情報知,'　,'　　　,'情報工学　,'1,'06
'1085,'46,'17,'0,'0,'552,'山形大　　　　,'工　　　,'情報／電気電,'　,'　　　,'電気・電子,'1,'06
'1085,'54,'00,'0,'0,'551,'山形大　　　　,'工フレ　,'　　　　　　,'　,'　　　,'機械工学　,'0,'06
'1085,'54,'09,'0,'0,'551,'山形大　　　　,'工フレ　,'システム創成,'　,'　　　,'機械工学　,'1,'06
'1085,'55,'00,'0,'0,'601,'山形大　　　　,'医　　　,'　　　　　　,'　,'　　　,'医　　　　,'0,'06
'1085,'55,'01,'0,'0,'601,'山形大　　　　,'医　　　,'医　　　　　,'　,'　　　,'医　　　　,'1,'06
'1085,'55,'02,'0,'0,'651,'山形大　　　　,'医　　　,'看護　　　　,'　,'　　　,'看護　　　,'1,'06
'1085,'72,'00,'0,'0,'701,'山形大　　　　,'農　　　,'　　　　　　,'　,'　　　,'農学　　　,'0,'06
'1085,'72,'04,'0,'0,'701,'山形大　　　　,'農　　　,'食料生命環境,'　,'　　　,'農学　　　,'1,'06
'1085,'88,'00,'0,'0,'753,'山形大　　　　,'社会共創,'　　　　　　,'　,'　　　,'総合科学　,'1,'06
'1090,'27,'00,'0,'0,'301,'福島大　　　　,'人文社会,'　　　　　　,'　,'　　　,'小学校　　,'0,'07
'1090,'27,'04,'0,'0,'106,'福島大　　　　,'人文社会,'行政政策学類,'　,'　　　,'文化学　　,'1,'07
'1090,'27,'05,'0,'0,'221,'福島大　　　　,'人文社会,'経済経営学類,'　,'　　　,'経済学　　,'1,'07
'1090,'27,'12,'0,'0,'301,'福島大　　　　,'人文社会,'人間／教育実,'　,'　　　,'小学校　　,'1,'07
'1090,'27,'13,'0,'0,'105,'福島大　　　　,'人文社会,'人間／心理学,'　,'　　　,'心理学　　,'1,'07
'1090,'27,'14,'0,'0,'301,'福島大　　　　,'人文社会,'人間／特別支,'　,'　　　,'小学校　　,'1,'07
'1090,'27,'15,'0,'0,'301,'福島大　　　　,'人文社会,'人間／数理自,'　,'　　　,'小学校　　,'1,'07
'1090,'27,'16,'0,'0,'318,'福島大　　　　,'人文社会,'人間／スポー,'　,'　　　,'総合教育学,'1,'07
'1090,'27,'17,'0,'0,'101,'福島大　　　　,'人文社会,'人間／人文科,'　,'　　　,'日本文学　,'1,'07
'1090,'27,'18,'0,'0,'301,'福島大　　　　,'人文社会,'人間／芸術表,'　,'　　　,'小学校　　,'1,'07
'1090,'47,'00,'0,'0,'504,'福島大　　　　,'理工　　,'　　　　　　,'　,'　　　,'生物学　　,'0,'07
'1090,'47,'01,'0,'0,'504,'福島大　　　　,'理工　　,'共生システム,'　,'　　　,'生物学　　,'1,'07
'1090,'74,'00,'0,'0,'701,'福島大　　　　,'農　　　,'　　　　　　,'　,'　　　,'農学　　　,'0,'07
'1090,'74,'01,'0,'0,'701,'福島大　　　　,'農　　　,'食農学類　　,'　,'　　　,'農学　　　,'1,'07
'1093,'27,'00,'0,'0,'241,'筑波技大　　　,'共生社会,'　　　　　　,'　,'　　　,'社会学　　,'0,'08
'1093,'27,'01,'0,'0,'241,'筑波技大　　　,'共生社会,'共生／視覚障,'　,'　　　,'社会学　　,'1,'08
'1093,'27,'02,'0,'0,'241,'筑波技大　　　,'共生社会,'共生／聴覚障,'　,'　　　,'社会学　　,'1,'08
'1093,'47,'00,'0,'0,'554,'筑波技大　　　,'産業技術,'　　　　　　,'　,'　　　,'建築・土木,'0,'08
'1093,'47,'01,'0,'0,'551,'筑波技大　　　,'産業技術,'産業情報　　,'　,'　　　,'機械工学　,'1,'08
'1093,'47,'02,'0,'0,'451,'筑波技大　　　,'産業技術,'総合デザイン,'　,'　　　,'美術・デザ,'1,'08
'1093,'64,'00,'0,'0,'223,'筑波技大　　　,'保健科学,'　　　　　　,'　,'　　　,'経営情報学,'0,'08
'1093,'64,'03,'0,'0,'223,'筑波技大　　　,'保健科学,'情報システム,'　,'　　　,'経営情報学,'1,'08
'1093,'64,'04,'0,'0,'652,'筑波技大　　　,'保健科学,'保健　　　　,'　,'　　　,'医療技術　,'1,'08
'1095,'27,'00,'0,'0,'106,'茨城大　　　　,'人文社会,'　　　　　　,'　,'　　　,'文化学　　,'0,'08
'1095,'27,'01,'0,'0,'241,'茨城大　　　　,'人文社会,'現代社会　　,'　,'　　　,'社会学　　,'1,'08
'1095,'27,'02,'0,'0,'201,'茨城大　　　　,'人文社会,'法律経済　　,'　,'　　　,'法学　　　,'1,'08
'1095,'27,'03,'0,'0,'106,'茨城大　　　　,'人文社会,'人間文化　　,'　,'　　　,'文化学　　,'1,'08
'1095,'30,'00,'0,'0,'301,'茨城大　　　　,'教育　　,'　　　　　　,'　,'　　　,'小学校　　,'0,'08
'1095,'30,'20,'0,'0,'314,'茨城大　　　　,'教育　　,'養護教諭　　,'　,'　　　,'養護　　　,'1,'08
'1095,'30,'49,'0,'0,'301,'茨城大　　　　,'教育　　,'学校／国語　,'　,'　　　,'小学校　　,'1,'08
'1095,'30,'50,'0,'0,'301,'茨城大　　　　,'教育　　,'学校／社会　,'　,'　　　,'小学校　　,'1,'08
'1095,'30,'51,'0,'0,'301,'茨城大　　　　,'教育　　,'学校／英語　,'　,'　　　,'小学校　　,'1,'08
'1095,'30,'52,'0,'0,'301,'茨城大　　　　,'教育　　,'学校／数学　,'　,'　　　,'小学校　　,'1,'08
'1095,'30,'53,'0,'0,'301,'茨城大　　　　,'教育　　,'学校／理科　,'　,'　　　,'小学校　　,'1,'08
'1095,'30,'54,'0,'0,'301,'茨城大　　　　,'教育　　,'学校／音楽　,'　,'　　　,'小学校　　,'1,'08
'1095,'30,'55,'0,'0,'301,'茨城大　　　　,'教育　　,'学校／美術　,'　,'　　　,'小学校　　,'1,'08
'1095,'30,'56,'0,'0,'301,'茨城大　　　　,'教育　　,'学校／保健体,'　,'　　　,'小学校　　,'1,'08
'1095,'30,'57,'0,'0,'301,'茨城大　　　　,'教育　　,'学校／技術　,'　,'　　　,'小学校　　,'1,'08
'1095,'30,'58,'0,'0,'301,'茨城大　　　　,'教育　　,'学校／家庭　,'　,'　　　,'小学校　　,'1,'08
'1095,'30,'60,'0,'0,'313,'茨城大　　　　,'教育　　,'学校／特別支,'　,'　　　,'特別支援教,'1,'08
'1095,'30,'66,'0,'0,'105,'茨城大　　　　,'教育　　,'学校／教育実,'　,'　　　,'心理学　　,'1,'08
'1095,'42,'00,'0,'0,'501,'茨城大　　　　,'理　　　,'　　　　　　,'　,'　　　,'数学　　　,'0,'08
'1095,'42,'06,'0,'0,'501,'茨城大　　　　,'理　　　,'理／数学・情,'　,'　　　,'数学　　　,'1,'08
'1095,'42,'07,'0,'0,'502,'茨城大　　　　,'理　　　,'理／物理学　,'　,'　　　,'物理学　　,'1,'08
'1095,'42,'08,'0,'0,'503,'茨城大　　　　,'理　　　,'理／化学　　,'　,'　　　,'化学　　　,'1,'08
'1095,'42,'09,'0,'0,'504,'茨城大　　　　,'理　　　,'理／生物科学,'　,'　　　,'生物学　　,'1,'08
'1095,'42,'10,'0,'0,'505,'茨城大　　　　,'理　　　,'理／地球環境,'　,'　　　,'地球科学　,'1,'08
'1095,'42,'11,'0,'0,'507,'茨城大　　　　,'理　　　,'理／総合理学,'　,'　　　,'総合理学　,'1,'08
'1095,'46,'00,'0,'0,'553,'茨城大　　　　,'工　　　,'　　　　　　,'　,'　　　,'情報工学　,'0,'08
'1095,'46,'03,'0,'0,'553,'茨城大　　　　,'工　　　,'情報工　　　,'　,'　　　,'情報工学　,'1,'08
'1095,'46,'05,'0,'0,'554,'茨城大　　　　,'工　　　,'都市シス工　,'　,'　　　,'建築・土木,'1,'08
'1095,'46,'10,'0,'0,'551,'茨城大　　　　,'工　　　,'機械シス工　,'　,'　　　,'機械工学　,'1,'08
'1095,'46,'11,'0,'0,'552,'茨城大　　　　,'工　　　,'電気電子シス,'　,'　　　,'電気・電子,'1,'08
'1095,'46,'12,'0,'0,'555,'茨城大　　　　,'工　　　,'物質科学工　,'　,'　　　,'応用化学　,'1,'08
'1095,'72,'00,'0,'0,'701,'茨城大　　　　,'農　　　,'　　　　　　,'　,'　　　,'農学　　　,'0,'08
'1095,'72,'04,'0,'0,'564,'茨城大　　　　,'農　　　,'食生命科学　,'　,'　　　,'生物工学　,'1,'08
'1095,'72,'05,'0,'0,'701,'茨城大　　　　,'農　　　,'地域／応用植,'　,'　　　,'農学　　　,'1,'08
'1095,'72,'06,'0,'0,'701,'茨城大　　　　,'農　　　,'地域／地域共,'　,'　　　,'農学　　　,'1,'08
'1095,'88,'00,'0,'0,'753,'茨城大　　　　,'地域未来,'　　　　　　,'　,'　　　,'総合科学　,'1,'08
'1100,'03,'00,'0,'0,'106,'筑波大　　　　,'人文文化,'　　　　　　,'　,'　　　,'文化学　　,'0,'08
'1100,'03,'01,'0,'0,'103,'筑波大　　　　,'人文文化,'人文学類　　,'　,'　　　,'地理学　　,'1,'08
'1100,'03,'02,'0,'0,'101,'筑波大　　　　,'人文文化,'比較文化学類,'　,'　　　,'日本文学　,'1,'08
'1100,'03,'03,'0,'0,'106,'筑波大　　　　,'人文文化,'日本語・日本,'　,'　　　,'文化学　　,'1,'08
'1100,'27,'00,'0,'0,'201,'筑波大　　　　,'社会国際,'　　　　　　,'　,'　　　,'法学　　　,'0,'08
'1100,'27,'01,'0,'0,'201,'筑波大　　　　,'社会国際,'社会学類　　,'　,'　　　,'法学　　　,'1,'08
'1100,'27,'02,'0,'0,'261,'筑波大　　　　,'社会国際,'国際総合学類,'　,'　　　,'国際関係学,'1,'08
'1100,'38,'00,'0,'0,'105,'筑波大　　　　,'人間　　,'　　　　　　,'　,'　　　,'心理学　　,'0,'08
'1100,'38,'01,'0,'0,'301,'筑波大　　　　,'人間　　,'教育学類　　,'　,'　　　,'小学校　　,'1,'08
'1100,'38,'02,'0,'0,'105,'筑波大　　　　,'人間　　,'心理学類　　,'　,'　　　,'心理学　　,'1,'08
'1100,'38,'03,'0,'0,'242,'筑波大　　　　,'人間　　,'障害科学類　,'　,'　　　,'社会福祉学,'1,'08
'1100,'39,'00,'0,'0,'553,'筑波大　　　　,'情報　　,'　　　　　　,'　,'　　　,'情報工学　,'0,'08
'1100,'39,'01,'0,'0,'506,'筑波大　　　　,'情報　　,'情報科学類　,'　,'　　　,'情報科学　,'1,'08
'1100,'39,'02,'0,'0,'553,'筑波大　　　　,'情報　　,'メディア創成,'　,'　　　,'情報工学　,'1,'08
'1100,'39,'03,'0,'0,'752,'筑波大　　　　,'情報　　,'知識情報・図,'　,'　　　,'総合情報学,'1,'08
'1100,'47,'00,'0,'0,'554,'筑波大　　　　,'理工　　,'　　　　　　,'　,'　　　,'建築・土木,'0,'08
'1100,'47,'01,'0,'0,'501,'筑波大　　　　,'理工　　,'数学類　　　,'　,'　　　,'数学　　　,'1,'08
'1100,'47,'02,'0,'0,'502,'筑波大　　　　,'理工　　,'物理学類　　,'　,'　　　,'物理学　　,'1,'08
'1100,'47,'03,'0,'0,'503,'筑波大　　　　,'理工　　,'化学類　　　,'　,'　　　,'化学　　　,'1,'08
'1100,'47,'04,'0,'0,'552,'筑波大　　　　,'理工　　,'応用理工学類,'　,'　　　,'電気・電子,'1,'08
'1100,'47,'05,'0,'0,'551,'筑波大　　　　,'理工　　,'工学システム,'　,'　　　,'機械工学　,'1,'08
'1100,'47,'06,'0,'0,'223,'筑波大　　　　,'理工　　,'社会工学類　,'　,'　　　,'経営情報学,'1,'08
'1100,'55,'00,'0,'0,'601,'筑波大　　　　,'医　　　,'　　　　　　,'　,'　　　,'医　　　　,'0,'08
'1100,'55,'01,'0,'0,'601,'筑波大　　　　,'医　　　,'医学類　　　,'　,'　　　,'医　　　　,'1,'08
'1100,'55,'05,'0,'0,'651,'筑波大　　　　,'医　　　,'看護学類　　,'　,'　　　,'看護　　　,'1,'08
'1100,'55,'06,'0,'0,'658,'筑波大　　　　,'医　　　,'医療科学類　,'　,'　　　,'検査技術　,'1,'08
'1100,'64,'00,'0,'0,'311,'筑波大　　　　,'体育　　,'　　　　　　,'　,'　　　,'中高－体育,'1,'08
'1100,'74,'00,'0,'0,'504,'筑波大　　　　,'生命環境,'　　　　　　,'　,'　　　,'生物学　　,'0,'08
'1100,'74,'01,'0,'0,'504,'筑波大　　　　,'生命環境,'生物学類　　,'　,'　　　,'生物学　　,'1,'08
'1100,'74,'02,'0,'0,'701,'筑波大　　　　,'生命環境,'生物資源学類,'　,'　　　,'農学　　　,'1,'08
'1100,'74,'03,'0,'0,'505,'筑波大　　　　,'生命環境,'地球学類　　,'　,'　　　,'地球科学　,'1,'08
'1100,'83,'00,'0,'0,'451,'筑波大　　　　,'芸術　　,'　　　　　　,'　,'　　　,'美術・デザ,'1,'08
'1100,'94,'00,'0,'0,'101,'筑波大　　　　,'総合文系,'　　　　　　,'　,'　　　,'日本文学　,'1,'08
'1100,'95,'00,'0,'0,'223,'筑波大　　　　,'総合理Ⅰ,'　　　　　　,'　,'　　　,'経営情報学,'1,'08
'1100,'96,'00,'0,'0,'261,'筑波大　　　　,'総合理Ⅱ,'　　　　　　,'　,'　　　,'国際関係学,'1,'08
'1100,'97,'00,'0,'0,'261,'筑波大　　　　,'総合理Ⅲ,'　　　　　　,'　,'　　　,'国際関係学,'1,'08
'1110,'31,'00,'0,'0,'301,'宇都宮大　　　,'共同教育,'　　　　　　,'　,'　　　,'小学校　　,'0,'09
'1110,'31,'11,'0,'0,'301,'宇都宮大　　　,'共同教育,'学校／音楽　,'　,'　　　,'小学校　　,'1,'09
'1110,'31,'12,'0,'0,'301,'宇都宮大　　　,'共同教育,'学校／美術　,'　,'　　　,'小学校　　,'1,'09
'1110,'31,'13,'0,'0,'301,'宇都宮大　　　,'共同教育,'学校／保健体,'　,'　　　,'小学校　　,'1,'09
'1110,'31,'14,'0,'0,'301,'宇都宮大　　　,'共同教育,'学校／家政　,'　,'　　　,'小学校　　,'1,'09
'1110,'31,'15,'0,'0,'105,'宇都宮大　　　,'共同教育,'学校／教育人,'　,'　　　,'心理学　　,'1,'09
'1110,'31,'16,'0,'0,'301,'宇都宮大　　　,'共同教育,'学校／人文社,'　,'　　　,'小学校　　,'1,'09
'1110,'31,'17,'0,'0,'301,'宇都宮大　　　,'共同教育,'学校／自然科,'　,'　　　,'小学校　　,'1,'09
'1110,'33,'00,'0,'0,'106,'宇都宮大　　　,'国際　　,'　　　　　　,'　,'　　　,'文化学　　,'0,'09
